,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
39,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=20000,fair_model,0.5303957962359802,-0.4608624414462136,-0.3022061176515878,0.7092193808882907,1.0,MPMD
40,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=20000,fair_model,0.8790605794556628,-0.1209394205443371,-0.0268817204301075,0.6591520861372813,10.0,MPMD
41,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=20000,fair_model,1.0032275914090394,0.003181547133545,0.0107346427119199,0.6005383580080754,20.0,MPMD
42,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=30000,fair_model,0.3006087669175964,-0.4819020310735085,-0.385159462497427,0.7110363391655451,1.0,MPMD
43,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=30000,fair_model,0.5137842903414864,-0.2609698669295092,-0.1422295319629531,0.6957604306864065,10.0,MPMD
44,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=30000,fair_model,0.5627387738599428,-0.2266246955072218,-0.1087132093658064,0.6959623149394347,20.0,MPMD
45,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=40000,fair_model,0.1713906844180779,-0.3313862935995627,-0.3523235319810013,0.7601615074024226,1.0,MPMD
46,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=40000,fair_model,0.1985973941648581,-0.2792619373305268,-0.3030976429823014,0.7598250336473755,10.0,MPMD
47,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=40000,fair_model,0.2516927996566624,-0.2090229088465535,-0.2062185803768556,0.7499327052489906,20.0,MPMD
48,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=50000,fair_model,0.2116323712961089,-0.1679298262009329,-0.1876659123372976,0.814872139973082,1.0,MPMD
49,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=50000,fair_model,0.2010050230248099,-0.182251239327385,-0.2044402715585728,0.8147375504710632,10.0,MPMD
50,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=50000,fair_model,0.3671394901997071,-0.0665244525479579,-0.0457438169066076,0.8065948855989233,20.0,MPMD
51,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=60000,fair_model,0.2385226787505922,-0.0896702707677229,-0.1021327867561738,0.8620457604306864,1.0,MPMD
52,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=60000,fair_model,0.3958522954431391,-0.0351043362799069,-0.0063426011376411,0.8578061911170929,10.0,MPMD
53,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=60000,fair_model,0.3958522954431391,-0.0351043362799069,-0.0063426011376411,0.8578061911170929,20.0,MPMD
54,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=70000,fair_model,0.2580982205313318,-0.0577598439565296,-0.0588639612521379,0.9036339165545088,1.0,MPMD
55,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=70000,fair_model,0.325059057494123,-0.0269834358918709,-0.0057260610663953,0.8968371467025572,10.0,MPMD
56,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=70000,fair_model,0.325059057494123,-0.0269834358918709,-0.0057260610663953,0.8968371467025572,20.0,MPMD
57,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=80000,fair_model,0.2477934662932027,-0.0481475325877383,-0.044089526974076,0.9296769851951548,1.0,MPMD
58,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=80000,fair_model,0.3360706857312649,-0.0233385435760783,0.0109453204183776,0.9279273216689098,10.0,MPMD
59,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=80000,fair_model,0.3360706857312649,-0.0233385435760783,0.0109453204183776,0.9279273216689098,20.0,MPMD
60,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=90000,fair_model,0.27980553882417,-0.0294517228968109,-0.0354238413343844,0.9527590847913864,1.0,MPMD
61,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=90000,fair_model,0.2921518426845098,-0.0199929387701308,-0.0137857350317414,0.952086137281292,10.0,MPMD
62,<__main__.NamedDataset object at 0x7f5ed09e7970>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function maximally_predictive_minimally_demographic at 0x7f5ed0a1a3b0>,<function fair_classifier at 0x7f5ed0a1a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_age_bins_>=90000,fair_model,0.2921518426845098,-0.0199929387701308,-0.0137857350317414,0.952086137281292,20.0,MPMD
